sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Urera baccifera	-23.0129	-47.0892	2013	SOUZA	35861	splink
Urera baccifera	-23.075	-47.0586	2013	SOUZA	35862	splink
Urera baccifera	-23.1028	-47.0203	2013	SOUZA	35863	splink
Urera baccifera	-23.2541	-46.0008	2013	SOUZA	35864	splink
Urera baccifera	-22.8629	-45.3505	2013	SOUZA	35865	splink
Urera baccifera	-47.848333	-21.22	2015	TEIXEIRA	92	splink
Urera baccifera	-52.184444	-28.316667	1985	LONGHI	561	splink
Urera baccifera	-53.46	-29.52	2015	AZAMBUJA		splink
Urera baccifera	-36.4305556	-9.2544444	2012	AMORIM	1619	splink
Urera baccifera	-72.5619444	-8.9336111	2001	DOUGLAS	10763	splink
Urera baccifera	-36	-8.31	1994	SALES	244	splink
Urera baccifera	-47.1333333	-22.8333333	1985	GENTRY	49166	splink
Urera baccifera	-46.0833333	-22.8666667	1987	GENTRY	58742	splink
Urera baccifera	-44.015167	-19.477194	2006	CECCANTINI	2811	splink
Urera baccifera	-44.015167	-19.477194	2006	CECCANTINI	3031	splink
Urera baccifera	-48.953333	-26.454361	2008	MELO	769	splink
Urera baccifera	-53.933906	-26.122317	2014	ROSIN		splink
Urera baccifera	-57.580982	-19.175359	2002	DAMASCENO	2876	splink
Urera baccifera	-56.590556	-21.141944	1999	DAMASCENO	1800	splink
Urera baccifera	-35.5041	-8.4357	2010	SILVA	455	splink
Urera baccifera	-39.52908	-15.155617	2001	THOMAS	12392	splink
Urera baccifera	-36.4261	-9.2497	2010	SILVA	523	splink
Urera baccifera	-36.4306	-9.2544	2012	AMORIM	1619	splink
Urera baccifera	-73.73	-7.5	1971	PRANCE	12395	splink
Urera baccifera	-62.878443	-4.995765	1971	PRANCE	13384	splink
Urera baccifera	-39.381867	-14.34533	2001	THOMAS	12694	splink
Urera baccifera	-67.67083	-9.751	2010	MEDEIROS	431	splink
Urera baccifera	-62.6566601	0.5201697	1993	MILLIKEN	1785	splink
Urera baccifera	-73.7	-9.1	1993	SILVEIRA	429	splink
Urera baccifera	-70.7659408	-8.2972518	1968	PRANCE	7455	splink
Urera baccifera	-62.8	1.533333	1984	PIPOLY	6918	splink
Urera baccifera	-54.9	-9.366667	1983	AMARAL	972	splink
Urera baccifera	-63.5920429	1.721333	1975	PRANCE	23604	splink
Urera baccifera	-39.19	-17.5194	1978	SANTOS	3330	splink
Urera baccifera	-39.0144	-14.1033	1979	MORI	12007	splink
Urera baccifera	-39.22095	-14.7739696	1979	MATTOS	410	splink
Urera baccifera	-52.3	-23.5	1995	MIKICH		splink
Urera baccifera	-39.08	-12.53	1980	CAVALO	406	splink
Urera baccifera	-39.08	-12.53	1980	CAVALO	287	splink
Urera baccifera	-39.2273659	-14.771874	1998	PAIXAO	101	splink
Urera baccifera	-39.5286	-15.1581	1998	PAIXAO	56	splink
Urera baccifera	-72.555	-8.93069444	2001	DALY	10763	splink
Urera baccifera	-40.4214	-17.1325	2001	THOMAS	12317	splink
Urera baccifera	-48.6	-15.57	1968	IRWIN	19113	splink
Urera baccifera	-48.6	-15.57	1968	IRWIN	19122	splink
Urera baccifera	-57.684556	-16.507083	2009	CARNIELLO	2806	splink
Urera baccifera	-63	-1.5	1993	MILLIKEN	1722	splink
Urera baccifera	-63	-1.5	1993	MILLIKEN	1785	splink
Urera baccifera	-47.95	-15.516667	1981	KIRKBRIDE	3930	splink
Urera baccifera	-55	-9	2007	SASAKI	1487	splink
Urera baccifera	-64.456389	-9.269722	2012	AMARAL-SANTOS	3571	splink
Urera baccifera	-65.460278	-9.624444	2013	SIMON	1835	splink
Urera baccifera	-64.393611	-9.271667	2014	PERIGOLO	364	splink
Urera baccifera	-50.343333	-23.171	2014	LIMA		splink
Urera baccifera	-62.223583	-10.721333	2015	BIGIO	1710	splink
Urera baccifera	-64.563889	-10.321667	2013	MEDEIROS	1224	splink
Urera baccifera	-64.058333	-9.095833	2012	SANTOS	3571	splink
Urera baccifera	-65.460278	-9.624444	2013	SIMON	1835	splink
Urera baccifera	-36.4016	-9.2032	2006	LYRA-LEMOS	9708	splink
Urera baccifera	-35.49581	-9.32383	2008	LYRA-LEMOS	11036	splink
Urera baccifera	-36.255	-9.1516	2012	AMORIM	1619	splink
Urera baccifera	-36.434342	-9.238497	2014	NUSBAUMER	4156	splink
Urera baccifera	-40.520558	-20.303281	2010	ASSIS	2324	splink
Urera baccifera	-41.473056	-20.3458	2012	ZORZANELLI	394	splink
Urera baccifera	-39.421944	-17.78	2007	DIAS	164	splink
Urera baccifera	-38.033333	-8.7	1980	LIMA	56	splink
Urera baccifera	-37	-9	2006	PRATA	1326	splink
Urera baccifera	-48.377222	-18.491111	2007	SEMIDECIDUAL	211	splink
Urera baccifera	-35.83361111	-8.710277778	1999	SIQUEIRA-FILHO	927	splink
Urera baccifera	-35.84083333	-8.717777778	2003	VIANA	340	splink
Urera baccifera	-35.84083333	-8.717777778	2003	OLIVEIRA	71	splink
Urera baccifera	-54.255556	-25.278611	2013	CIELO-FILHO	1254	splink
Urera baccifera	-54	-30	1990	KRAPOVICKAS	43477	splink
Urera baccifera	-45.268056	-23.416667	2006	SANTOS		splink
Urera baccifera	-48.383333	-22.816667	1995	FONSECA	27	splink
Urera baccifera	-46.935778	-23.230444	2007	LOMBARDI	7058	splink
Urera baccifera	-46.935778	-23.230444	2007	LOMBARDI	7060	splink
Urera baccifera	-46.935778	-23.230444	2008	LOMBARDI	7310	splink
Urera baccifera	-41.052722	-20.252833	2016	SOBRAL	15811	splink
Urera baccifera	-51.0286111	-27.7175	2008	STIVAL-SANTOS	238	splink
Urera baccifera	-49.77	-28.71	2015	OLIVEIRA	893	splink
Urera baccifera	-49.3805556	-26.9052778	2012	FUNEZ	1125	splink
Urera baccifera	-49.2119444	-26.7627778	2013	GASPER	3180	splink
Urera baccifera	-49.0866666	-27.0569444	2013	FUNEZ	1872	splink
Urera baccifera	-48.8069444	-26.3052778	2005	GRIPPA		splink
Urera baccifera	-48.8702778	-27.5394444	2010	STIVAL-SANTOS	1712	splink
Urera baccifera	-52.0197223	-27.2719445	2009	GASPER	1975	splink
Urera baccifera	-49.9875	-26.8286111	1997	SOBRAL		splink
Urera baccifera	-48.7808334	-27.6288889	2010	STIVAL-SANTOS	2939	splink
Urera baccifera	-50.2133333	-29.6616667	1993	SEVEGNANI		splink
Urera baccifera	-50.9380555	-26.3711111	2008	GASPER	1205	splink
Urera baccifera	-49.3133333	-26.3247223	2015	SCHWIRKOWSKI	1295	splink
Urera baccifera	-53.6391666	-27.1794445	2017	ULLER	987	splink
Urera baccifera	-53.0607	-25.4149	2013	DUARTE	50	splink
Urera baccifera	-53.0604	-25.413	2010	SOUZA		splink
Urera baccifera	-52.18362	-24.12227	2008	CAXAMBU	2378	splink
Urera baccifera	-51.57452	-23.52052	2014	CAXAMBU	5816	splink
Urera baccifera	-51.33518	-25.024	2008	CAXAMBU	2460	splink
Urera baccifera	-46.37484	-20.50242	2013	CAXAMBU	4650	splink
Urera baccifera	-52.14354	-24.44495	2016	CAXAMBU	7216	splink
Urera baccifera	-46.511111	-22.8375	2009	SANTOS	466	splink
Urera baccifera	-35.83361111	-8.700277778	1999	SIQUEIRA	927	splink
Urera baccifera	-36.78705556	-9.010027778	2008	MARCONDES	3728	splink
Urera baccifera	-57.468	-10.08	2016	CHAKER	139	splink
Urera baccifera	-52.613611	-9.683889	2011	MILLIKEN	4229	splink
Urera baccifera	-59.070167	-9.412833	2012	BIESKI	103202	splink
Urera baccifera	-56.775	-9.3625	2012	SOARES	1345645	splink
Urera baccifera	-56.775	-9.3625	2012	SOARES	1345645	splink
Urera baccifera	-55.913889	-9.941667	2012	SOARES	7419	splink
Urera baccifera	-55.767778	-9.984444	2012	SOARES	7481	splink
Urera baccifera	-36.426111	-9.249722	2010	MELO	523	splink
Urera baccifera	-35.844722	-8.7325	2010	MELO	455	splink
Urera baccifera	-36.430556	-9.254444	2012	AMORIM	1619	splink
Urera baccifera	-36.434342	-9.238497	2014	NUSBAUMER	4156	splink
Urera baccifera	-49.533333	-19.916667	2002	TOMASETTO	236	splink
Urera baccifera	-48.4	-24.3	2003	VIANI	149	splink
Urera baccifera	-54.029444	-25.276944	2013	CIELO-FILHO	1238	splink
Urera baccifera	-54.03	-25.278611	2013	CIELO-FILHO	1254	splink
Urera baccifera	-53.955556	-25.308611	2014	CIELO-FILHO	1343	splink
Urera baccifera	-53.925833	-25.235278	2014	CIELO-FILHO	1344	splink
Urera baccifera	-53.982778	-25.249722	2014	CIELO-FILHO	1558	splink
Urera baccifera	-53.982778	-25.249722	2014	CIELO-FILHO	1559	splink
Urera baccifera	-50.975556	-23.540833	2004	CARNEIRO	666	splink
Urera baccifera	-51.366667	-23.4	2007	CERVIGNE	55	splink
Urera baccifera	-49.516667	-19.916667	2002	TOMASETTO	236	splink
Urera baccifera	-49.516667	-19.916667	2002	TOMASETTO	236	splink
Urera baccifera	-51.35	-23.4	2009	FERREIRA	1	splink
Urera baccifera	-51.133333	-23.933333	2010	FRANCISCO	264	splink
Urera baccifera	-51.233333	-23.4	2008	COTARELLI	410	splink
Urera baccifera	-41.45	-12.466667	1996	SALIMENA-PIRES	2204	splink
Urera baccifera	-39.722222	-14.172222	2008	ALVES		splink
Urera baccifera	-39.708611	-14.181389	2009	GUEDES	16319	splink
Urera baccifera	-47.06861	-22.86361	1997	JUNG-MENDACOLLI	663	splink
Urera baccifera	-47.8825	-24.608333	1997	TORRES	217	splink
Urera baccifera	-47.8825	-24.608333	1998	TORRES	505	splink
Urera baccifera	-45.079504	-23.380994	2007	RAMOS	368	splink
Urera baccifera	-46.935556	-23.230278	2008	LOMBARDI	7412	splink
Urera baccifera	-57.526944	-19.274167	2013	SILVA	947	splink
Urera baccifera	-56.590556	-21.141944	1999	DAMASCENO-JUNIOR	1800	splink
Urera baccifera	-37.484	-10.4418	1981	CARNEIRO	334	splink
Urera baccifera	-37.3203	-10.3258	1981	VIANA	143	splink
Urera baccifera	-37.4103	-9.4819	2009	MELO	37	splink
Urera baccifera	-47.0338	-22.5421	1992	FERREIRA	26115	splink
Urera baccifera	-37.13125	-10.457222	2013	SILVA	19	splink
Urera baccifera	-37.628611	-10.863611	2014	MATOS	335	splink
Urera baccifera	-37.253	-10.4107	1998	VICENTE	137	splink
Urera baccifera	-48.900994	-23.967625	2006	PRATA	1314	splink
Urera baccifera	-37	-9	2006	PRATA	1326	splink
Urera baccifera	-51.833333	-29.352778	2012	ZERWES	16	splink
Urera baccifera	51.828539	-29.139036	2015	BRUXEL	35	splink
Urera baccifera	51.832647	-29.133419	2015	BRUXEL	25	splink
Urera baccifera	-51.837778	-29.148333	2013	NICOLINI		splink
Urera baccifera	-51.975	-29.541111	2013	FREITAS	894	splink
Urera baccifera	-51.891389	-29.470278	2013	PAVAN		splink
Urera baccifera	-51.8775	-29.393611	2012	SCHERER		splink
Urera baccifera	-39.083333	-12.533333	1980	CAVALO	406	splink
Urera baccifera	-39.187778	-12.166944	2006	CARDOSO	1423	splink
Urera baccifera	-39.565278	-15.391667	2006	BORGES	290	splink
Urera baccifera	-44.32	-13.586111	2007	QUEIROZ	12731	splink
Urera baccifera	-39.183889	-12.161667	2007	CARDOSO	1982	splink
Urera baccifera	-44.968889	-12.376944	2007	SANTOS	1741	splink
Urera baccifera	-38.083333	-12.533333	1980	CAVALO	406	splink
Urera baccifera	-39.083333	-12.533333	1980	CAVALO	287	splink
Urera baccifera	-64.058333	-9.095833	2012	SANTOS	3571	splink
Urera baccifera	-41.45	-12.45	1995	FERREIRA	1808	splink
Urera baccifera	-39.05	-12.533333	1980	NOBLICK	1922	splink
Urera baccifera	-40.4525	-11.876389	1999	MELO	2782	splink
Urera baccifera	-39.166667	-14.8	1996	SANTOS	10	splink
Urera baccifera	-39.536944	-15.156667	2001	SILVA	530	splink
Urera baccifera	-36.400556	-8.2	1999	OLIVEIRA	22	splink
Urera baccifera	-41.45	-12.466667	1996	SALIMENA-PIRES	2204	splink
Urera baccifera	-41.027222	-11.684444	2003	NASCIMENTO	38	splink
Urera baccifera	-41.016667	-11.683333	2003	NASCIMENTO	74	splink
Urera baccifera	-39.183333	-12.066667	1987	QUEIROZ	1766	splink
Urera baccifera	-40.520278	-12.469722	2004	QUEIROZ	9409	splink
Urera baccifera	-40.475833	-12.3275	2004	QUEIROZ	9465	splink
Urera baccifera	-40.206111	-10.378611	2005	CARDOSO	749	splink
Urera baccifera	-40.536667	-12.412222	2005	QUEIROZ	10800	splink
Urera baccifera	-46.931944	-22.956667	2008	COSTA	67	splink
Urera baccifera	-47.938889	-22.5375	1992	GANDOLFI		splink
Urera baccifera	-48.535186	-23.368519	2008	SIMS	1413	splink
Urera baccifera	-46.916667	-22.833333	2005	VIEIRA	44	splink
Urera baccifera	-48.504611	-23.419444	1996	SOUZA	10695	splink
Urera baccifera	-47.550233	-23.392297	2008	GARCIA	29	splink
Urera baccifera	-47.348861	-23.121553	2008	GARCIA	1	splink
Urera baccifera	-49.076944	-24.335278	1997	TOREZAN	603	splink
Urera baccifera	-49.217778	-24.320278	1997	CHUNG	149	splink
Urera baccifera	-49.313386	-26.324853	2015	SCHWIRKOWSKI	1295	splink
Urera baccifera	-44	-17.5	1998	PIRANI	3857	splink
Urera baccifera	-43.613889	-19.305361	2007	MARTINS	53	splink
Urera baccifera	-48.953333	-26.454361	2008	MELO	769	splink
Urera baccifera	-55.5644	-9.3625	2007	SASAKI	1487	splink
Urera baccifera	-55.5644	-9.3625	2007	SASAKI	1488	splink
Urera baccifera	-43.804878	-18.929056	2009	ZAPPI	2107	splink
Urera baccifera	-46.415722	-23.848889	2012	MARTINS	382	splink
Urera baccifera	-41.452778	-12.4575	1994	HARLEY	14170	splink
Urera baccifera	-54.2	-26.9	1994	TRESSENS	4920	splink
Urera baccifera	-52.069778	-23.963333	2012	CAXAMBU	4512	splink
Urera baccifera	-52.069167	-23.962583	2013	SIQUEIRA	647	splink
Urera baccifera	-46.630111	-20.840056	2013	CAXAMBU	4650	splink
Urera baccifera	-51.962556	-23.868111	2014	CAXAMBU	5816	splink
Urera baccifera	-51.986361	-23.886694	2014	CAXAMBU	5874	splink
Urera baccifera	-51.975611	-23.886389	2015	SIQUEIRA	1390	splink
Urera baccifera	-53.872389	-25.194083	2015	CAXAMBU	6903	splink
Urera baccifera	-53.859528	-25.263139	2015	CAXAMBU	6927	splink
Urera baccifera	-51.952694	-24.368139	2015	SIQUEIRA	1749	splink
Urera baccifera	-53.875694	-25.354361	2015	SIQUEIRA	1836	splink
Urera baccifera	-51.951361	-24.376222	2016	CAXAMBU	7162	splink
Urera baccifera	-52.243167	-24.747083	2016	CAXAMBU	7216	splink
Urera baccifera	-50.343333	-23.171111	2014	LIMA		splink
Urera baccifera	-52.12525	-24.760972	2017	CAXAMBU	7877	splink
Urera baccifera	-52.3275	-24.103056	2007	CAXAMBU	1328	splink
Urera baccifera	-52.310056	-24.206306	2008	CAXAMBU	2378	splink
Urera baccifera	-51.564389	-25.044444	2008	CAXAMBU	2460	splink
Urera baccifera	-53.092222	-24.580556	2008	SEKINE	85	splink
Urera baccifera	-52.40425	-24.250306	2009	BUENO	1	splink
Urera baccifera	-52.45925	-24.522972	2010	CAXAMBU	3094	splink
Urera baccifera	-40.616667	-19.935833	2005	FONTANA	1433	splink
Urera baccifera	-40.553056	-19.9075	2003	VERVLOET	2371	splink
Urera baccifera	-40.553889	-19.836389	2005	KOLLMANN	7672	splink
Urera baccifera	-40.506944	-19.936111	2006	KOLLMANN	8985	splink
Urera baccifera	-40.964167	-19.748333	2006	BRITTO	2	splink
Urera baccifera	-40.645833	-19.981944	2007	KOLLMANN	10266	splink
Urera baccifera	-40.617778	-19.931111	1986	BOONE	1006	splink
Urera baccifera	-40.601944	-19.906111	1984	BOONE	115	splink
Urera baccifera	-63.066667	-17.766667	1987	NEE	33999	splink
Urera baccifera	-46.294075	-23.783914	2008	SANTOS	27	splink
Urera baccifera	-49.211944	-26.762778	2013	GASPER	3180	splink
Urera baccifera	-51.941944	-22.391111	2010	ROMAGNOLO	3174	splink
Urera baccifera	-51.868742	-23.347758	2010	GARCIA	145	splink
Urera baccifera	-47.95	-15.516667	1981	KIRKBRIDE	3930	splink
Urera baccifera	-64.393611	-9.271667	2014	PERIGOLO	364	splink
Urera baccifera	-54.6	-22.700611	2016	MILLION	75	splink
Urera baccifera	-62.2236111	-10.7213889	2015	BIGIO	1710	jabotrb
Urera baccifera	-36.4005556	-8.2022222	1999	OLIVEIRA	22	jabotrb
Urera baccifera	-39.0833333	-12.5333333	1980	CAVALO	406	jabotrb
Urera baccifera	-48.7155556	-15.6402777	2002	FONSECA	3307	jabotrb
Urera baccifera	-52.3275	-24.1030556	2007	CAXAMBU	1328	jabotrb
Urera baccifera	-42.0719445	-22.9491666	2001	FONSECA-KRUEL	580	jabotrb
Urera baccifera	-54.8052778	-24.6316667	1994	ZARDINI	41920	jabotrb
Urera baccifera	-49.1786111	-16.5797223	2005	MENDONCA	5897	jabotrb
Urera baccifera	-78.1980555	-4.5680556	1997	VASQUEZ	24259	jabotrb
Urera baccifera	-72.5666667	-13.15	2003	VALENZUELA	1867	jabotrb
Urera baccifera	-72.8333333	-3.5	1987	VASQUEZ	9105	jabotrb
Urera baccifera	-40.9169445	-20.1766667	2006	FONTANA	2164	jabotrb
Urera baccifera	-85.0902777	-29.7058333	2009	LEMOS	8	jabotrb
Urera baccifera	-52.6133333	-9.6833333	2011	MILLIKEN	4229	jabotrb
Urera baccifera	-67.6708334	-28.7508333	2010	MEDEIROS	431	jabotrb
Urera baccifera	-48.7808334	-27.6288889	2010	STIVAL-SANTOS	2939	jabotrb
Urera baccifera	-43.2333333	-22.5166667	1998	QUINET	96	jabotrb
Urera baccifera	-64.0583333	-9.0958333	2012	SANTOS	3571	jabotrb
Urera baccifera	-64.55	-10.3166667	2013	MEDEIROS	1224	jabotrb
Urera baccifera	-46.4155556	-23.8488889	2012	MARTINS	382	jabotrb
Urera baccifera	-41.0527778	-20.2527778	2016	SOBRAL	15811	jabotrb
Urera baccifera	-47.4994444	-22.3552778	2001	UDULUTSCH	271	jabotrb
Urera baccifera	-42.4666667	-20.7333333	1991	LEONI	1562	jabotrb
Urera baccifera	-57.8	-10.08	2016	CHAKER	139	jabotrb
Urera baccifera	-43.0394444	-22.9236111	2012	BARROS	4666	jabotrb
Urera baccifera	-42.4666667	-20.7333333	1991	LEONI	1562	jabotrb
Urera baccifera	-56.6758334	-20.9208334	2010	MARTINELLI	16853	jabotrb
Urera baccifera	-43.2333333	-22.5166667	1997	NETO	628	jabotrb
Urera baccifera	-48.7155556	-15.6402777	2002	SILVA	5163	jabotrb
Urera baccifera	-59.1166667	-27.3166667	1998	FORTUNATO	6159	bien
Urera baccifera	-88.98333	16.71666	1994	MONRO	671	bien
Urera baccifera	-89.05	17.85	1992	MICHAEL	3215	bien
Urera baccifera	-89.05	17.85	1992	BALICK	3215	bien
Urera baccifera	-89.0930555	16.1658333	1979	WHITEFOORD	1613	bien
Urera baccifera	-65.4875	-17.0861111	2007	TERAN	2023	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	455	bien
Urera baccifera	-65.4930555	-17.0930555	2007	TERAN	1918	bien
Urera baccifera	-64.0838889	-19.0852777	2005	VILLALOBOS	121	bien
Urera baccifera	-68.69	-14.54138	2005	UZQUIANO	60	bien
Urera baccifera	-68.9415833	-14.7441111	2009	LOZA	1240	bien
Urera baccifera	-64.0702778	-19.3163889	2004	GUTIERREZ	979	bien
Urera baccifera	-68.6902777	-14.5408333	2012	QUISPE	157	bien
Urera baccifera	-59.66666	-17.33333	1997	FABIANA	1461	bien
Urera baccifera	-68.5425	-14.4652778	2003	CAYOLA	193	bien
Urera baccifera	-68.6852777	-14.5513889	2012	QUISPE	301	bien
Urera baccifera	-68.50916	-14.49472	2006	ALEJANDRO	2939	bien
Urera baccifera	-64.2333333	-17.7833333	1993	VARGAS	2193	bien
Urera baccifera	-68.6221667	-14.7773056	2010	CALVI	61	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	489	bien
Urera baccifera	-63.4666667	-18.1333333	1998	MICHAEL	48297	bien
Urera baccifera	-68.6933333	-14.5469444	2012	MOSQUEIRA	23	bien
Urera baccifera	-61.86666	-16.58333	1995	RICHARD	16312	bien
Urera baccifera	-64.1755556	-19.0797223	2005	VILLALOBOS	237	bien
Urera baccifera	-68.6852777	-14.5513889	2012	QUISPE	226	bien
Urera baccifera	-68.6902777	-14.5408333	2012	QUISPE	110	bien
Urera baccifera	-64.25	-20.8833333	2005	LOZANO	1235	bien
Urera baccifera	-68.8509277	-14.7382951	2009	ARELLANO	1189	bien
Urera baccifera	-64.5130556	-20.76	2004	LLIULLY	53	bien
Urera baccifera	-68.64	-14.21777	2005	TORREZ	197	bien
Urera baccifera	-68.6902777	-14.5408333	2012	QUISPE	105	bien
Urera baccifera	-68.6902777	-14.5408333	2012	QUISPE	118	bien
Urera baccifera	-68.63972	-14.19861	2005	PAREDES	184	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	473	bien
Urera baccifera	-68.9277778	-14.5972222	2007	CAYOLA	2553	bien
Urera baccifera	-68.45	-14.4	1993	HELME	124	bien
Urera baccifera	-68.51222	-15.15111	2004	CAYOLA	1305	bien
Urera baccifera	-67.3666667	-16.5333333	1989	LEWIS	36957	bien
Urera baccifera	-68.5916666	-14.7791667	2006	CAYOLA	2530	bien
Urera baccifera	-67.91850281	-14.17080021	2001	MANUEL		bien
Urera baccifera	-68.7611111	-15.2275	2005	MIRANDA	735	bien
Urera baccifera	-64.3383333	-21.0805556	2005	LOZANO	1543	bien
Urera baccifera	-64.0930555	-20.2197223	2008	APAZA	225	bien
Urera baccifera	-68.6858333	-14.5513889	2005	UZQUIANO	121	bien
Urera baccifera	-63.6852777	-18.2386111	2005	VARGAS	7193	bien
Urera baccifera	-68.7408333	-14.1608333	2006	LOZA	303	bien
Urera baccifera	-64.2533333	-21.0669445	2005	LOZANO	1490	bien
Urera baccifera	-63.7833333	-18.1666667	1998	MICHAEL	48213	bien
Urera baccifera	-62.45	-16.6375	1991	QUEVEDO	354	bien
Urera baccifera	-64.0375	-19.7875	2006	PENARANDA	135	bien
Urera baccifera	-64.2313889	-16.7816667	2005	AQUILINO	12	bien
Urera baccifera	-62	-16.41666	1987	KILLEEN	2364	bien
Urera baccifera	-66.16722	-16.73638	2004	FERNANDEZ	3869	bien
Urera baccifera	-63.6969444	-19.01	2011	PARADA	3153	bien
Urera baccifera	-63.6666667	-17.4666667	1991	MICHAEL	40814	bien
Urera baccifera	-63.9144444	-19.7341666	2006	PENARANDA	194	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	429	bien
Urera baccifera	-68.6936111	-14.5330556	2005	CHOQUE	106	bien
Urera baccifera	-62.46666	-16.61666	1991	MOSTACEDO	13	bien
Urera baccifera	-62.46666	-19.26666	1999	MICHEL	2745	bien
Urera baccifera	-64.23111	-19.92861	2007	VILLALOBOS	1152	bien
Urera baccifera	-68.5666667	-14.2991666	2005	CAMPOS	84	bien
Urera baccifera	-68.7101389	-14.6704723	2010	CAYOLA	4344	bien
Urera baccifera	-63.8281111	-19.2729723	2008	VILLALOBOS	1636	bien
Urera baccifera	-62.87833	-16.33444	1994	HALLOY	3499	bien
Urera baccifera	-68.4483333	-15.0386111	2004	CAYOLA	1221	bien
Urera baccifera	-67.56666	-15.4	1997	STEINER	1069	bien
Urera baccifera	-63.8216667	-18.4022222	2009	LUZMILA	4744	bien
Urera baccifera	-63.0666667	-17.7666667	1987	MICHAEL	33999	bien
Urera baccifera	-63.7648333	-19.5588889	2009	PENARANDA	1006	bien
Urera baccifera	-63.2	-17.2166667	1977	KRAPOVICKAS	31536	bien
Urera baccifera	-68.9323889	-14.5986111	2009	ALANES	269	bien
Urera baccifera	-67.91944	-14.17333	2001	MANUEL	5208	bien
Urera baccifera	-68.5386111	-14.4683334	2003	CANQUI	100	bien
Urera baccifera	-68.8509277	-14.7382951	2009	ARELLANO	1218	bien
Urera baccifera	-63.6833333	-17.45	2008	JARAMILLO	1138	bien
Urera baccifera	-67.3333333	-16.6666667	1991	LEWIS	40667	bien
Urera baccifera	-61.8463889	-16.5202778	1995	FABIANA	624	bien
Urera baccifera	-63.513337	-20.45	1994	JARDIM	1516	bien
Urera baccifera	-68.52527	-14.2525	2005	CAYOLA	2231	bien
Urera baccifera	-68.6852777	-14.5513889	2012	QUISPE	297	bien
Urera baccifera	-68.52138	-14.2525	2005	CAYOLA	2078	bien
Urera baccifera	-61.84638	-16.52027	1995	FABIANA	479	bien
Urera baccifera	-60.7	-14.6333333	1991	GENTRY	75615	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	388	bien
Urera baccifera	-68.354824	-15.467488	2010	ARELLANO	1576	bien
Urera baccifera	-64.4833333	-22.3666667	1983	SOLOMON	9907	bien
Urera baccifera	-62.8166667	-17.6166667	1998	MICHAEL	48465	bien
Urera baccifera	-68.65194	-14.19944	2005	PAREDES	110	bien
Urera baccifera	-68.9352777	-14.6002778	2007	FUENTES	11402	bien
Urera baccifera	-68.5725	-14.3336111	2005	CAMPOS	123	bien
Urera baccifera	-68.51916	-14.31722	2005	CAYOLA	2363	bien
Urera baccifera	-63.9297223	-20.4002778	1990	CABALLERO	19	bien
Urera baccifera	-68.6902777	-14.5408333	2012	QUISPE	57	bien
Urera baccifera	-68.58583	-14.24638	2005	CAYOLA	2278	bien
Urera baccifera	-64.0722223	-20.5633333	2004	GUTIERREZ	792	bien
Urera baccifera	-68.7327778	-14.1513889	2006	LOZA	1	bien
Urera baccifera	-63.8575	-20.5127778	2008	JIMENEZ	810	bien
Urera baccifera	-64.26	-21.0736111	2006	LOZANO	1960	bien
Urera baccifera	-64.5166667	-17.4166667	2006	COLQUE	521	bien
Urera baccifera	-64.1161111	-19.3283334	2005	GUTIERREZ	1220	bien
Urera baccifera	-67.3166667	-16.5833333	1991	LEWIS	40556	bien
Urera baccifera	-64.4166667	-22.15	2005	SERRANO	5666	bien
Urera baccifera	-64.7666667	-17	1989	SMITH	12932	bien
Urera baccifera	-67.45	-16.6166667	1990	LEWIS	37207	bien
Urera baccifera	-61.8463889	-16.5202778	1995	FABIANA	650	bien
Urera baccifera	-67.3166667	-16.6833333	1991	LEWIS	40264	bien
Urera baccifera	-64.4166667	-22.15	2005	SERRANO	5659	bien
Urera baccifera	-63.7194445	-19.8144444	2006	LLIULLY	620	bien
Urera baccifera	-68.68583	-14.555	2005	CHOQUE	68	bien
Urera baccifera	-68.6936111	-14.5466666	2005	UZQUIANO	24	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	465	bien
Urera baccifera	-68.6852777	-14.5513889	2012	QUISPE	221	bien
Urera baccifera	-68.6933333	-14.5469444	2012	QUISPE	387	bien
